label,Column1,id,form_id,name,form,alias,image_name,category,weight,height,type_1,type_2,ability_1,ability_2,ability_3,last_gen,H,A,B,C,D,S
96.0,0100-001,100,1,ビリリダマ,ヒスイのすがた,ビリリダマ(ヒスイ),pm0100_00_41_00.png,きゅうたいポケモン,13.0,0.5,でんき,くさ,ぼうおん,せいでんき,ゆうばく,9,40,30,50,55,55,100
97.0,0101-000,101,0,マルマイン,,マルマイン,pm0101_00_00_00.png,ボールポケモン,66.6,1.2,でんき,,ぼうおん,せいでんき,ゆうばく,9,60,50,70,80,80,150
98.0,0101-001,101,1,マルマイン,ヒスイのすがた,マルマイン(ヒスイ),pm0101_00_41_00.png,きゅうたいポケモン,71.0,1.2,でんき,くさ,ぼうおん,せいでんき,ゆうばく,9,60,50,70,80,80,150
99.0,0102-000,102,0,タマタマ,,タマタマ,pm0102_00_00_00.png,たまごポケモン,2.5,0.4,くさ,エスパー,ようりょくそ,しゅうかく,,9,60,40,80,60,45,40
100.0,0103-000,103,0,ナッシー,,ナッシー,pm0103_00_00_00.png,やしのみポケモン,120.0,2.0,くさ,エスパー,ようりょくそ,しゅうかく,,9,95,95,85,125,75,55
101.0,0103-001,103,1,ナッシー,アローラのすがた,ナッシー(アローラ),pm0103_00_11_00.png,やしのみポケモン,415.6,10.9,くさ,ドラゴン,おみとおし,しゅうかく,,9,95,105,85,125,75,45
,0104-000,104,0,カラカラ,,カラカラ,,こどくポケモン,6.5,0.4,じめん,,いしあたま,ひらいしん,カブトアーマー,8,50,50,95,40,50,35
,0105-000,105,0,ガラガラ,,ガラガラ,,ほねずきポケモン,45.0,1.0,じめん,,いしあたま,ひらいしん,カブトアーマー,8,60,80,110,50,80,45
,0105-001,105,1,ガラガラ,アローラのすがた,ガラガラ(アローラ),,ほねずきポケモン,34.0,1.0,ほのお,ゴースト,のろわれボディ,ひらいしん,カブトアーマー,8,60,80,110,50,80,45
102.0,0106-000,106,0,サワムラー,,サワムラー,pm0106_00_00_00.png,キックポケモン,49.8,1.5,かくとう,,じゅうなん,すてみ,かるわざ,9,50,120,53,35,110,87
103.0,0107-000,107,0,エビワラー,,エビワラー,pm0107_00_00_00.png,パンチポケモン,50.2,1.4,かくとう,,するどいめ,てつのこぶし,せいしんりょく,9,50,105,79,35,110,76
,0108-000,108,0,ベロリンガ,,ベロリンガ,,なめまわしポケモン,65.5,1.2,ノーマル,,マイペース,どんかん,ノーてんき,8,90,55,75,60,75,30
104.0,0109-000,109,0,ドガース,,ドガース,pm0109_00_00_00.png,どくガスポケモン,1.0,0.6,どく,,ふゆう,かがくへんかガス,あくしゅう,9,40,65,95,60,45,35
105.0,0110-000,110,0,マタドガス,,マタドガス,pm0110_00_00_00.png,どくガスポケモン,9.5,1.2,どく,,ふゆう,かがくへんかガス,あくしゅう,9,65,90,120,85,70,60
106.0,0110-001,110,1,マタドガス,ガラルのすがた,マタドガス(ガラル),pm0110_00_31_00.png,どくガスポケモン,16.0,3.0,どく,フェアリー,ふゆう,かがくへんかガス,あくしゅう,9,65,90,120,85,70,60
107.0,0111-000,111,0,サイホーン,,サイホーン,pm0111_00_00_00.png,とげとげポケモン,115.0,1.0,じめん,いわ,ひらいしん,いしあたま,すてみ,9,80,85,95,30,30,25
109.0,0112-000,112,0,サイドン,,サイドン,pm0112_00_00_00.png,ドリルポケモン,120.0,1.9,じめん,いわ,ひらいしん,いしあたま,すてみ,9,105,130,120,45,45,40
110.0,0113-000,113,0,ラッキー,,ラッキー,pm0113_00_00_00.png,たまごポケモン,34.6,1.1,ノーマル,,しぜんかいふく,てんのめぐみ,いやしのこころ,9,250,5,5,35,105,50
,0114-000,114,0,モンジャラ,,モンジャラ,,ツルじょうポケモン,35.0,1.0,くさ,,ようりょくそ,リーフガード,さいせいりょく,8,65,55,115,100,40,60
,0115-000,115,0,ガルーラ,,ガルーラ,,おやこポケモン,80.0,2.2,ノーマル,,はやおき,きもったま,せいしんりょく,8,105,95,80,40,80,90
,0115-001,115,1,ガルーラ,メガガルーラ,メガガルーラ,,おやこポケモン,100.0,2.2,ノーマル,,おやこあい,せいしんりょく,,7,105,95,80,40,80,90
111.0,0116-000,116,0,タッツー,,タッツー,pm0116_00_00_00.png,ドラゴンポケモン,8.0,0.4,みず,,すいすい,スナイパー,しめりけ,9,30,40,70,70,25,60
112.0,0117-000,117,0,シードラ,,シードラ,pm0117_00_00_00.png,ドラゴンポケモン,25.0,1.2,みず,,どくのトゲ,スナイパー,しめりけ,9,55,65,95,95,45,85
,0118-000,118,0,トサキント,,トサキント,,きんぎょポケモン,15.0,0.6,みず,,すいすい,みずのベール,ひらいしん,8,45,67,60,35,50,63
,0119-000,119,0,アズマオウ,,アズマオウ,,きんぎょポケモン,39.0,1.3,みず,,すいすい,みずのベール,ひらいしん,8,80,92,65,65,80,68
,0120-000,120,0,ヒトデマン,,ヒトデマン,,ほしがたポケモン,34.5,0.8,みず,,はっこう,しぜんかいふく,アナライズ,8,30,45,55,70,55,85
,0121-000,121,0,スターミー,,スターミー,,なぞのポケモン,80.0,1.1,みず,エスパー,はっこう,しぜんかいふく,アナライズ,8,60,75,85,100,85,115
,0122-000,122,0,バリヤード,,バリヤード,,バリアーポケモン,54.5,1.3,エスパー,フェアリー,ぼうおん,フィルター,テクニシャン,8,40,45,65,100,120,90
,0122-001,122,1,バリヤード,ガラルのすがた,バリヤード(ガラル),,ダンスポケモン,56.8,1.4,こおり,エスパー,やるき,バリアフリー,テクニシャン,8,50,65,65,90,90,100
113.0,0123-000,123,0,ストライク,,ストライク,pm0123_00_00_00.png,かまきりポケモン,56.0,1.5,むし,ひこう,むしのしらせ,テクニシャン,ふくつのこころ,9,70,110,80,55,80,105
,0124-000,124,0,ルージュラ,,ルージュラ,,ひとがたポケモン,40.6,1.4,こおり,エスパー,どんかん,よちむ,かんそうはだ,8,65,50,35,115,95,95
114.0,0125-000,125,0,エレブー,,エレブー,pm0125_00_00_00.png,でんげきポケモン,30.0,1.1,でんき,,せいでんき,やるき,,9,65,83,57,95,85,105
115.0,0126-000,126,0,ブーバー,,ブーバー,pm0126_00_00_00.png,ひふきポケモン,44.5,1.3,ほのお,,ほのおのからだ,やるき,,9,65,95,57,100,85,93
,0127-000,127,0,カイロス,,カイロス,,くわがたポケモン,55.0,1.5,むし,,かいりきバサミ,かたやぶり,じしんかじょう,8,65,125,100,55,70,85
,0127-001,127,1,カイロス,メガカイロス,メガカイロス,,くわがたポケモン,59.0,1.7,むし,ひこう,スカイスキン,じしんかじょう,,7,65,125,100,55,70,85
116.0,0128-000,128,0,ケンタロス,,ケンタロス,pm0128_00_00_00.png,あばれうしポケモン,88.4,1.4,ノーマル,,いかく,いかりのつぼ,ちからずく,9,75,100,95,40,70,110
117.0,0128-001,128,1,ケンタロス,パルデアのすがた,ケンタロス(パルデア闘),pm0128_11_51_00.png,あばれうしポケモン,115.0,1.4,かくとう,,いかく,いかりのつぼ,ちからずく,9,75,110,105,30,70,100
118.0,0128-002,128,2,ケンタロス,パルデアのすがた,ケンタロス(パルデア炎),pm0128_12_51_00.png,あばれうしポケモン,85.0,1.4,かくとう,ほのお,いかく,いかりのつぼ,ちからずく,9,75,110,105,30,70,100
119.0,0128-003,128,3,ケンタロス,パルデアのすがた,ケンタロス(パルデア水),pm0128_13_51_00.png,あばれうしポケモン,110.0,1.4,かくとう,みず,いかく,いかりのつぼ,ちからずく,9,75,110,105,30,70,100
120.0,0129-000,129,0,コイキング,,コイキング,pm0129_00_00_00.png,さかなポケモン,10.0,0.9,みず,,すいすい,びびり,,9,20,10,55,15,20,80
121.0,0130-000,130,0,ギャラドス,,ギャラドス,pm0130_00_00_00.png,きょうあくポケモン,235.0,6.5,みず,ひこう,いかく,じしんかじょう,,9,95,125,79,60,100,81
,0130-001,130,1,ギャラドス,メガギャラドス,メガギャラドス,,きょうあくポケモン,305.0,6.5,みず,あく,かたやぶり,じしんかじょう,,7,95,125,79,60,100,81
122.0,0131-000,131,0,ラプラス,,ラプラス,pm0131_00_00_00.png,のりものポケモン,220.0,2.5,みず,こおり,ちょすい,シェルアーマー,うるおいボディ,9,130,85,80,85,95,60
,0131-999,131,999,ラプラス,キョダイマックス,ラプラス(キョダイ),,-,9999.9,24.0,みず,こおり,ちょすい,シェルアーマー,うるおいボディ,8,130,85,80,85,95,60
123.0,0132-000,132,0,メタモン,,メタモン,pm0132_00_00_00.png,へんしんポケモン,4.0,0.3,ノーマル,,じゅうなん,かわりもの,,9,48,48,48,48,48,48
124.0,0133-000,133,0,イーブイ,,イーブイ,pm0133_00_00_00.png,しんかポケモン,6.5,0.3,ノーマル,,にげあし,てきおうりょく,きけんよち,9,55,55,50,45,65,55
,0133-999,133,999,イーブイ,キョダイマックス,イーブイ(キョダイ),,-,9999.9,18.0,ノーマル,,にげあし,てきおうりょく,きけんよち,8,55,55,50,45,65,55
125.0,0134-000,134,0,シャワーズ,,シャワーズ,pm0134_00_00_00.png,あわはきポケモン,29.0,1.0,みず,,ちょすい,うるおいボディ,,9,130,65,60,110,95,65
126.0,0135-000,135,0,サンダース,,サンダース,pm0135_00_00_00.png,かみなりポケモン,24.5,0.8,でんき,,ちくでん,はやあし,,9,65,65,60,110,95,130
127.0,0136-000,136,0,ブースター,,ブースター,pm0136_00_00_00.png,ほのおポケモン,25.0,0.9,ほのお,,もらいび,こんじょう,,9,65,130,60,95,110,65
128.0,0137-000,137,0,ポリゴン,,ポリゴン,pm0137_00_00_00.png,バーチャルポケモン,36.5,0.8,ノーマル,,トレース,ダウンロード,アナライズ,9,65,60,70,85,75,40
,0138-000,138,0,オムナイト,,オムナイト,,うずまきポケモン,7.5,0.4,いわ,みず,すいすい,シェルアーマー,くだけるよろい,8,35,40,100,90,55,35
,0139-000,139,0,オムスター,,オムスター,,うずまきポケモン,35.0,1.0,いわ,みず,すいすい,シェルアーマー,くだけるよろい,8,70,60,125,115,70,55
,0140-000,140,0,カブト,,カブト,,こうらポケモン,11.5,0.5,いわ,みず,すいすい,カブトアーマー,くだけるよろい,8,30,80,90,55,45,55
,0141-000,141,0,カブトプス,,カブトプス,,こうらポケモン,40.5,1.3,いわ,みず,すいすい,カブトアーマー,くだけるよろい,8,60,115,105,65,70,80
,0142-000,142,0,プテラ,,プテラ,,かせきポケモン,59.0,1.8,いわ,ひこう,いしあたま,プレッシャー,きんちょうかん,8,80,105,65,60,75,130
,0142-001,142,1,プテラ,メガプテラ,メガプテラ,,かせきポケモン,79.0,2.1,いわ,ひこう,かたいツメ,きんちょうかん,,7,80,105,65,60,75,130
129.0,0143-000,143,0,カビゴン,,カビゴン,pm0143_00_00_00.png,いねむりポケモン,460.0,2.1,ノーマル,,めんえき,あついしぼう,くいしんぼう,9,160,110,65,65,110,30
,0143-999,143,999,カビゴン,キョダイマックス,カビゴン(キョダイ),,-,9999.9,35.0,ノーマル,,めんえき,あついしぼう,くいしんぼう,8,160,110,65,65,110,30
130.0,0144-000,144,0,フリーザー,,フリーザー,pm0144_00_00_00.png,れいとうポケモン,55.4,1.7,こおり,ひこう,プレッシャー,ゆきがくれ,,9,90,85,100,95,125,85
131.0,0144-001,144,1,フリーザー,ガラルのすがた,フリーザー(ガラル),pm0144_00_31_00.png,れいこくポケモン,50.9,1.7,エスパー,ひこう,かちき,ゆきがくれ,,9,90,85,85,125,100,95
132.0,0145-000,145,0,サンダー,,サンダー,pm0145_00_00_00.png,でんげきポケモン,52.6,1.6,でんき,ひこう,プレッシャー,せいでんき,,9,90,90,85,125,90,100
133.0,0145-001,145,1,サンダー,ガラルのすがた,サンダー(ガラル),pm0145_00_31_00.png,けんきゃくポケモン,58.2,1.6,かくとう,ひこう,まけんき,せいでんき,,9,90,125,90,85,90,100
134.0,0146-000,146,0,ファイヤー,,ファイヤー,pm0146_00_00_00.png,かえんポケモン,60.0,2.0,ほのお,ひこう,プレッシャー,ほのおのからだ,,9,90,100,90,125,85,90
135.0,0146-001,146,1,ファイヤー,ガラルのすがた,ファイヤー(ガラル),pm0146_00_31_00.png,じゃあくポケモン,66.0,2.0,あく,ひこう,ぎゃくじょう,ほのおのからだ,,9,90,85,90,100,125,90
136.0,0147-000,147,0,ミニリュウ,,ミニリュウ,pm0147_00_00_00.png,ドラゴンポケモン,3.3,1.8,ドラゴン,,だっぴ,ふしぎなうろこ,,9,41,64,45,50,50,50
137.0,0148-000,148,0,ハクリュー,,ハクリュー,pm0148_00_00_00.png,ドラゴンポケモン,16.5,4.0,ドラゴン,,だっぴ,ふしぎなうろこ,,9,61,84,65,70,70,70
138.0,0149-000,149,0,カイリュー,,カイリュー,pm0149_00_00_00.png,ドラゴンポケモン,210.0,2.2,ドラゴン,ひこう,せいしんりょく,マルチスケイル,,9,91,134,95,100,100,80
139.0,0150-000,150,0,ミュウツー,,ミュウツー,pm0150_00_00_00.png,いでんしポケモン,122.0,2.0,エスパー,,プレッシャー,きんちょうかん,,9,106,110,90,154,90,130
,0150-001,150,1,ミュウツー,メガミュウツーＸ,メガミュウツーＸ,,いでんしポケモン,127.0,2.3,エスパー,かくとう,ふくつのこころ,きんちょうかん,,7,106,110,90,154,90,130
,0150-002,150,2,ミュウツー,メガミュウツーＹ,メガミュウツーＹ,,いでんしポケモン,33.0,1.5,エスパー,,ふみん,きんちょうかん,,7,106,110,90,154,90,130
140.0,0151-000,151,0,ミュウ,,ミュウ,pm0151_00_00_00.png,しんしゅポケモン,4.0,0.4,エスパー,,シンクロ,,,9,100,100,100,100,100,100
141.0,0152-000,152,0,チコリータ,,チコリータ,pm0152_00_00_00.png,はっぱポケモン,6.4,0.9,くさ,,しんりょく,リーフガード,,9,45,49,65,49,65,45
142.0,0153-000,153,0,ベイリーフ,,ベイリーフ,pm0153_00_00_00.png,はっぱポケモン,15.8,1.2,くさ,,しんりょく,リーフガード,,9,60,62,80,63,80,60
143.0,0154-000,154,0,メガニウム,,メガニウム,pm0154_00_00_00.png,ハーブポケモン,100.5,1.8,くさ,,しんりょく,リーフガード,,9,80,82,100,83,100,80
144.0,0155-000,155,0,ヒノアラシ,,ヒノアラシ,pm0155_00_00_00.png,ひねずみポケモン,7.9,0.5,ほのお,,もうか,もらいび,,9,39,52,43,60,50,65
145.0,0156-000,156,0,マグマラシ,,マグマラシ,pm0156_00_00_00.png,かざんポケモン,19.0,0.9,ほのお,,もうか,もらいび,,9,58,64,58,80,65,80
146.0,0157-000,157,0,バクフーン,,バクフーン,pm0157_00_00_00.png,かざんポケモン,79.5,1.7,ほのお,,もうか,もらいび,,9,78,84,78,109,85,100
147.0,0157-001,157,1,バクフーン,ヒスイのすがた,バクフーン(ヒスイ),pm0157_00_41_00.png,おにびポケモン,69.8,1.6,ほのお,ゴースト,もうか,もらいび,おみとおし,9,73,84,78,119,85,95
148.0,0158-000,158,0,ワニノコ,,ワニノコ,pm0158_00_00_00.png,おおあごポケモン,9.5,0.6,みず,,げきりゅう,ちからずく,,9,50,65,64,44,48,43
149.0,0159-000,159,0,アリゲイツ,,アリゲイツ,pm0159_00_00_00.png,おおあごポケモン,25.0,1.1,みず,,げきりゅう,ちからずく,,9,65,80,80,59,63,58
150.0,0160-000,160,0,オーダイル,,オーダイル,pm0160_00_00_00.png,おおあごポケモン,88.8,2.3,みず,,げきりゅう,ちからずく,,9,85,105,100,79,83,78
151.0,0161-000,161,0,オタチ,,オタチ,pm0161_00_00_00.png,みはりポケモン,6.0,0.8,ノーマル,,にげあし,するどいめ,おみとおし,9,35,46,34,35,45,20
152.0,0162-000,162,0,オオタチ,,オオタチ,pm0162_00_00_00.png,どうながポケモン,32.5,1.8,ノーマル,,にげあし,するどいめ,おみとおし,9,85,76,64,45,55,90
153.0,0163-000,163,0,ホーホー,,ホーホー,pm0163_00_00_00.png,ふくろうポケモン,21.2,0.7,ノーマル,ひこう,ふみん,するどいめ,いろめがね,9,60,30,30,36,56,50
154.0,0164-000,164,0,ヨルノズク,,ヨルノズク,pm0164_00_00_00.png,ふくろうポケモン,40.8,1.6,ノーマル,ひこう,ふみん,するどいめ,いろめがね,9,100,50,50,86,96,70
,0165-000,165,0,レディバ,,レディバ,,いつつぼしポケモン,10.8,1.0,むし,ひこう,むしのしらせ,はやおき,びびり,8,40,20,30,40,80,55
,0166-000,166,0,レディアン,,レディアン,,いつつぼしポケモン,35.6,1.4,むし,ひこう,むしのしらせ,はやおき,てつのこぶし,8,55,35,50,55,110,85
155.0,0167-000,167,0,イトマル,,イトマル,pm0167_00_00_00.png,いとはきポケモン,8.5,0.5,むし,どく,むしのしらせ,ふみん,スナイパー,9,40,60,40,40,40,30
156.0,0168-000,168,0,アリアドス,,アリアドス,pm0168_00_00_00.png,あしながポケモン,33.5,1.1,むし,どく,むしのしらせ,ふみん,スナイパー,9,70,90,70,60,70,40
,0169-000,169,0,クロバット,,クロバット,,こうもりポケモン,75.0,1.8,どく,ひこう,せいしんりょく,すりぬけ,,8,85,90,80,70,80,130
157.0,0170-000,170,0,チョンチー,,チョンチー,pm0170_00_00_00.png,あんこうポケモン,12.0,0.5,みず,でんき,ちくでん,はっこう,ちょすい,9,75,38,38,56,56,67
158.0,0171-000,171,0,ランターン,,ランターン,pm0171_00_00_00.png,ライトポケモン,22.5,1.2,みず,でんき,ちくでん,はっこう,ちょすい,9,125,58,58,76,76,67
159.0,0172-000,172,0,ピチュー,,ピチュー,pm0172_00_00_00.png,こねずみポケモン,2.0,0.3,でんき,,せいでんき,ひらいしん,,9,20,40,15,35,35,60
160.0,0173-000,173,0,ピィ,,ピィ,pm0173_00_00_00.png,ほしがたポケモン,3.0,0.3,フェアリー,,メロメロボディ,マジックガード,フレンドガード,9,50,25,28,45,55,15
161.0,0174-000,174,0,ププリン,,ププリン,pm0174_00_00_00.png,ふうせんポケモン,1.0,0.3,ノーマル,フェアリー,メロメロボディ,かちき,フレンドガード,9,90,30,15,40,20,15
,0175-000,175,0,トゲピー,,トゲピー,,はりたまポケモン,1.5,0.3,フェアリー,,はりきり,てんのめぐみ,きょううん,8,35,20,65,40,65,20
,0176-000,176,0,トゲチック,,トゲチック,,しあわせポケモン,3.2,0.6,フェアリー,ひこう,はりきり,てんのめぐみ,きょううん,8,55,40,85,80,105,40
